sample_id,image_file,language,split,split_row,label,duplicate_group,text_sha256
zh-021897,6683f701069d7642c46b2c2d2a9e5db0.jpg,zh,train,17515,1,21875,04240294f7f3037c5db7926a1c330c91f684a741717eee3fce32afd182a95184
zh-021898,7b3346325ac6694bed52a09db9162b2c.jpg,zh,train,17516,2,21876,6200420b2ec91faae0d897f74834a1f91479c1f1129b860f09f90c674d2ba5a9
zh-021899,3220dbb4dd17eefc5817dce30915f9f7.jpg,zh,train,17517,1,21877,fb9a0149a75e0b7ac3f7e2ba142a5701528a069bf26fe5a0185db8a81d1b94ad
zh-021900,ba04fcde6a10d6f6ecd7e73cb7fbc99d.jpg,zh,train,17518,1,21878,f237dd158003df9790ef1be052a06123c59e9e5115b490dbe5b7422be1d04a48
zh-021902,2ae71e30991a61414220ef15ada84ce9.jpg,zh,train,17519,0,21880,b29a92ddc4a242bde58d26be2899708d08406689a038b9caf458954075cd444a
zh-021904,25977686ea0fcd055b0d00bd5581bd0f.jpg,zh,train,17520,1,21882,e2a4d4c1c2cb3977aa7301b70dab77ed1ca6d53a6d167789f01608fb86dabf4c
zh-021905,7d79ba4541b32f9068b9c4c94b160e5f.jpg,zh,train,17521,0,21883,c67ba655d5c65e79283eeba3cdc7319069a98c06c1cba33044b373630883ba2c
zh-021906,fa3b93eea7eafeb67bb1fcfe693932ba.jpg,zh,train,17522,1,21884,eeb564ea4ed2c9040e9e15a756eae17181d09b91c56cf52c96404a49d93cdbc6
zh-021907,6aa87a609abcade0de4babb6bdef8181.jpg,zh,train,17523,2,21885,df9e60ff2b07d69a8493d9fc5e3dfab8c7cdf05d7dcc92ae4077ed424a5b35b7
zh-021908,b7c14126d1a528a53f674a586fa5d515.jpg,zh,train,17524,0,21886,b182db2697ec538687165f8907a550873a1af3fe97f47703d12d7bba598eef98
zh-021909,016b507c9bb5651a66f85701f69d4c2f.jpeg,zh,train,17525,2,21887,25858fb88af8275826726cb58d419f95a28ca65dea9bb8f26fb0240c5a22ed33
zh-021911,b62962dcc0eb1e6f47d041e61f57d908.jpg,zh,train,17526,2,21889,3075502a03d990c4a919ed0a2f6c6321602a73ffca49538fd8cbbe896e5d78c4
zh-021912,56165a124bf492611af1411a6853e6f5.jpg,zh,train,17527,1,21890,006ec757e01a916d47ee449f6926601349fb096a3545b3d8a8c23819edb78650
zh-021914,9982c161b237d5c26fb98b38c29d8fe2.jpg,zh,train,17528,1,21892,8fde8cd8eb95d74910c1a182b8714b7dbb6a089ea3cab346df698ec262ba296d
zh-021915,0200c87733a35ec1135df3572a8c5f20.jpg,zh,train,17529,2,21893,a4c61c88cd24518a54bb470d6a4fbfa6a100bad1491789ddee675fa1bc85c382
zh-021916,8c4d9444f5eb15bcc28553153af47658.jpg,zh,train,17530,1,21894,9acd97aa2b3b1c2afc2b721d6f7f5da3f0774a24317d812eb0a1f0ff6184086d
zh-021917,4f707fce1760a483a54867f749d7c451.jpg,zh,train,17531,2,21895,784e9c3fc0646cdf0f5caf14904d6d7d116809e85c4cc48eeb703965511197a3
zh-021918,145e7b9cd8e581a9949cf5f917f48203.jpg,zh,train,17532,1,21896,558ab72e4729f2f9812c3f0de3db3509d4c61742e3b238f328141e4fd0313665
zh-021919,be655b12076dbc26de981af71a6dbd23.jpg,zh,train,17533,0,21897,aa4cb2d963c1cb8ab3ebda3bfc104f0f3ea0a319fc7205955ba3617d3a51c77b
zh-021920,3ae41b708bfbdb9cda77e0b09e41af95.jpg,zh,train,17534,2,21898,3aab49b433385344ee5087dd889fc54da0ca04fd0e74f8f84c737d74a0432fc7
zh-021922,33382b395fa3abbca10577fc3f0b02fe.jpg,zh,train,17535,1,21900,b191b80867cdb57d1dc3c5898ec5d5eb9d926026611e8e7183ba8fd7134ac3a6
zh-021923,c4fd116da250540608ec77ff8a1bdbc3.jpg,zh,train,17536,1,21901,ba8e0723bf432dfb9057e99090fac66c48102e1a2708d555248c5c844416d7b5
zh-021924,24a2d8d2fdf6e22782c3c07b3346dec6.jpg,zh,train,17537,1,21902,e1c750b6bdc2b6f40ee052c5b4fc0fd5f15971e0f34fb8caf3dff11dd0d6dfdf
zh-021925,893c631cdcb223da31c62c283c673fcf.jpg,zh,train,17538,2,21903,0006db4b539498ad889985603cd9c4f28dcbe63f6ba25e2d10e21aeb0acb5095
zh-021926,c59853b250055282a8aaf7045277f4ac.jpg,zh,train,17539,0,21904,3b60b40ec6029f1eab167d7d16f1e3f67f64b045967b4da655672de109189237
zh-021927,64caaa5a6de689fb46721292ddfa5535.jpeg,zh,train,17540,0,21905,d183a66673660378e6c8859f8ebf72ed264a03824281bab8cbeb881990430869
zh-021928,d2c390e5c04a53c7580c289927a3426d.jpg,zh,train,17541,0,21906,8c4bbace07bdfd4776d47e6583789c604eb0b5d5e49d89a62d5ae415ab7116b4
zh-021929,b0eb71767a25ab62df829108764dafa0.jpg,zh,train,17542,1,21907,d13012d9eb50d757495d750beae90438513ebcbe5efec188142c473111515768
zh-021930,2a0a58996c76a6d52b067b8ce8386795.jpg,zh,train,17543,2,21908,c4c83a48c3080c79ba4e65e469543a13ce130a05a7a4d05f8683001cfbcbf057
zh-021932,5b00d4333349588f1e3114c20c406d7e.jpg,zh,train,17544,1,21910,95319fcdd545939035b60f02ad93802c75a23332747db4b9c52c591ba64f5b54
zh-021933,dce03666618aafe07ee717afdf7ab486.jpg,zh,train,17545,2,21911,3341b346c8f634b2b15701dceb20c38ecdfc9e92cda61f6a923f72dd3a9a1732
zh-021936,8cffa364aff9d83f67dfe2cd3a4b91f5.jpeg,zh,train,17546,0,21914,4e108eecb4b34e53639f6a2a1535c25287699c3b7fd847fd6a3563945e48cefb
zh-021937,87a4a65abac12a8a3f52d91d2efce998.jpg,zh,train,17547,1,21915,75b139e604fe38ff317aa5f80571cf51fa167ef4e4d95d56b87a00408e133063
zh-021939,e5571ff8a80331b5213b7a360b1f6917.jpg,zh,train,17548,1,21917,a37bdaf808939d654d6f5ec1988e11c884e6a811e3ca9c176edea62ae212c260
zh-021940,bffb1d5748fcccb81687337fcd939ad5.jpg,zh,train,17549,0,21918,15bdae48000f5bf3152bbbe016c944014f001ab58732d2288fa0236de6c18765
zh-021942,1d99c4df91d5c289832c04b3a4d18ab0.jpg,zh,train,17550,1,21920,e319fc29e95ee7cd8625e973f3826705fdd6cf48ea69c942246107a14c6fbd1d
zh-021943,1628dad17b1dbfa1b514ca61486ccd4d.jpg,zh,train,17551,1,21921,5d7979ada98b9838a91cdd52849e1548b358d783cd9bf52efee096a1f029ad2a
zh-021944,f8d004e659ec5da24c2782ef6b5edacb.jpg,zh,train,17552,2,21922,f76b6ed87e13c567849aa50b6eac22881fb1c57ecb86c2d253e83b8ef3ae27ed
zh-021945,99d5092e997f0e30e7bddb079b7ed086.jpg,zh,train,17553,1,21923,86996577eae2f14e2fbab0e6e101faba66aec73c846322b8197e517a881fe974
zh-021946,9d925c1d17e3afecc0681604ef8f887c.jpg,zh,train,17554,2,21924,38de35636e89f66fe8367da3ab0c50d67786b353a786bbaa5cf79a675d25551e
zh-021947,5d04bec17a047d7d22578adbc0253dca.jpg,zh,train,17555,1,21925,1a1b589201e9b3101fa343d1bf4b3d1b153d9399e50293cfe0b64ce8e8711b5d
zh-021948,9e50f1e6349412c2b3ff39a29e2d9b19.jpg,zh,train,17556,2,21926,5bcf759749e6d3057251b3229e2c7d60811b88d8cadbc8b1df9513ed5b509616
zh-021949,de68b7fdbc8201b7d0c69f3829ab92dc.jpg,zh,train,17557,1,21927,5cb570aa8eca343eb308d77c25c21a021440c5ec313f46ef29b5ffd42e8e026b
zh-021950,c1bd070ffcc5664b5d01208d98db2d0e.jpg,zh,train,17558,1,21928,3e6dcc4bd005da301438daada6512a58bf3ae2f49ee81fcca2eefaee657ffd59
zh-021952,d17c2ba31403c70d1dc2eaa5264809fa.jpg,zh,train,17559,1,21930,9a09f99e67c13cc8a0895c518055d7e325222535d5b5f8227e600a257f1fbc73
zh-021953,9e3d8bd5c1e2b110b9b98adaf013bdf8.jpg,zh,train,17560,1,21931,b35c8d1c70cbb8f3409781f328e2bc93527a01d0b9541e31ffa2c344b717874a
zh-021954,e6373f7bfdf6136f1bb7fdc3bc6739cc.jpg,zh,train,17561,1,21932,c6335d0fa025edc28d3df91bf002c85916b76376e6b6c8b0639752b495f05fe6
zh-021955,1ec59ddccccfa1320d3316ab6ec64b75.jpg,zh,train,17562,1,21933,d736a3b7498c6c5ac48572bab20aca1d4b226919339122b59c56791bb191dbe6
zh-021957,a6ceb3355a0f8e728a76f6e323410bae.jpg,zh,train,17563,0,21935,a58aea3a94bb332550fc2504bca74113482774aa54d14ee8972a15ec32caa8ca
zh-021958,db4bf7a351e57c6ee494c4c8ab79578f.jpg,zh,train,17564,0,21936,cf24178f2cf3d581985d4547066a4766ae343a569c1fcf796f841eb6167b9b33
zh-021959,8731a0d3d2fcbb944d9e942ad2530bb8.jpg,zh,train,17565,1,21937,87b4c097c2445fd72ba160f92cdc47780dae5cb84257a155794d621eb61cf16e
zh-021960,eb0fb3e47a3b742a51fbb24569ca5eda.jpg,zh,train,17566,0,21938,7571416a4b51fdebd885c192948916d901504e1787cd2bf0f5fb0938e3743ab0
zh-021961,91e9e1240bd946ebfb64572640592eb4.jpg,zh,train,17567,1,21939,c25c4be4515def5bed3871b255bb6930e9d3d5aeaa7f75eb0201349f9621468a
zh-021963,3d82dd690f03fb8416642a6f0c938eac.jpg,zh,train,17568,0,21941,0769ae62eb063f1628c185e237c7d91d7c2695ef2cb96ccd467e0beeb86fae97
zh-021964,02d9c7616c5f92e958e503797271819d.jpg,zh,train,17569,1,21942,5bb6b468f97e6a7fb9e1d30c648bef3492d82442ec3db1ca55c6bfa62a5f43d6
zh-021965,4813374e162866563844de075125d053.jpg,zh,train,17570,1,21943,ba4d2d52ac65f06190cb576ca3983d055f6b5b4ba712d0db7519a95d882a06a5
zh-021967,de8f35cf279f5aac5356164dc33b3d1a.jpg,zh,train,17571,2,21945,ef1df8e782e6678e6e913772d5a1f8ed9a4c136c3fc98dff8b00222d86c71dfa
zh-021968,c1ae6618aef1eda2a34ccd766d2d24b9.jpg,zh,train,17572,2,21946,0acdaccebdbb574bd4ed6e3598a87caa56fb15e12d484a2b42eea6f74e55b329
zh-021970,cfc33fae962d19d7b33b945c19fd5f6e.jpg,zh,train,17573,1,21948,ca5baa9da3196a9006beac7f47a09e1842ef22e248c97a790b5029a9b1563234
zh-021971,dcf97bf20ece1ae2ec4c30cf086c02e9.jpg,zh,train,17574,1,21949,e8b2e9ab23c6a57e2897f45b11d6237760896b59606d70c9e7ee2d9dc6862f95
zh-021972,ba77f153d47e9087e403065a2e7725d4.jpg,zh,train,17575,0,21950,fe6c3a82a87b67cc949082c07bb3093f1beb81d035c9dd0dad8a4d3851b6f8fa
zh-021973,b881c133e25bf362f90ffd3c99bd47fc.jpg,zh,train,17576,2,21951,6584d8794d6b441f6648d04b9144a7c670bbe1d7c723f8e8a93faf4ee35d3f91
zh-021974,c9fe1e09dc3e49a364b63617a6656a3a.jpg,zh,train,17577,2,21952,f3d35bd0df6af102d052de6d30319f316f098bb753f2d0938ed921a165d368ea
zh-021975,2a6a0945fcf68f036350fbb41e57e57c.jpg,zh,train,17578,0,21953,e30d0ff4ab9e69e80b9d79b82bc8d04886d04a0345fd04eecd9cb1ca64689bb8
zh-021976,b965876b299cbf49bfa23736a2983717.jpg,zh,train,17579,1,21954,40955ca4e239644c94620a86593db805f38ba2cd60f74b205933e0180b7398c1
zh-021978,1a149c36560573471c369320d6092ef7.jpg,zh,train,17580,0,21956,1bc4adcc1bfd0ea9b608128d89055fbb68db342c266b667b8ba9e04c44fc8cff
zh-021980,21a6acd171d4c5073b6ef3aea54be5ea.jpg,zh,train,17581,1,21958,9366812cd6b6b6a0322f5662ebf2fa7880933a42806de9b5618f65faff9bfaac
zh-021981,cd3ff543e49a90906f62ccd474db1b0c.jpg,zh,train,17582,2,21959,a8924688a6fb6332bfb9f182afe495a92c2611f64cdba2d8ec1700cff7dcb90a
zh-021983,b9a00842b33aa3dd4529a373e1d0055f.jpg,zh,train,17583,0,21961,6a0073c36bb423f01b2aa7d56ceaa0027df9f7ebe5d42cef0af56a4e7acba975
zh-021984,284358caed7f62e32c8aaaf256d90b5a.jpg,zh,train,17584,1,21962,09903d961c23e67f4522cd293eb0cffd1d5fcc21a1b0abc900591c1c1232eecd
zh-021985,10a097f860997492a07b2b935de77aca.jpg,zh,train,17585,1,21963,173fcc926cd044b4c1de9e4f1b814376d0dbc264d0c412a2b4abd692d56a9e86
zh-021986,335e52f0328bb6d3925cec30680516a4.jpeg,zh,train,17586,2,21964,c29f801350271e076ef55f7b1969d177733fa1b8f011af3a5b93122caced6ea4
zh-021988,f7380890f8909e9dbd780a534c525121.jpg,zh,train,17587,1,21966,bf786b1555309e9cddeeeef4acbf19f31b16eae455d6ec706801d875158ec22c
zh-021989,cf44a2eed57b1d8e120f050b9957361e.jpg,zh,train,17588,1,21967,23b794080c47c6c0013947f66470348e1ae11e6f30bb7ce95a3432aedffdbe3d
zh-021990,a06b6a4486fe64ec45e34f4721c2299b.jpg,zh,train,17589,2,21968,b365bc99e5b9ebae55b85cffa192a2c025197c12b8bce3b8e5b93e0bf55b7875
zh-021991,0676b8bea80350df9ae043cf24012eec.jpg,zh,train,17590,0,21969,b20cd35a92a1e32e2096b5f7d8883a7170abe92ffcb655621a51594c5d059b58
zh-021992,f909954fcddf27646e34985a04b863d4.jpg,zh,train,17591,0,21970,c4e623f894d5e4c93b8707a3e78c37799a79a8556a757314b9505cfd778523b1
zh-021993,379626fcc42d3d9f04318f726bfabb1c.jpg,zh,train,17592,0,21971,16dc199c0356b19937b6e07c5aa59350ebc1e8392ab73607e94248256f272b7f
zh-021994,337a4eb8e56a1ce78725137c7e88f598.jpg,zh,train,17593,0,21972,dac8f17a0f70572ec5b91a9017e292153d9281dbeb2d3b777f1180118a986034
zh-021995,824ef411534b9386999487fe40a3b9bc.jpg,zh,train,17594,2,21973,fb441ac6bd569b6fdda250e3787143187c1eb5e52fc5ba6013c534302376c9b8
zh-021996,56df6429ec4ba8b42e8e8a779579a56c.jpg,zh,train,17595,0,21974,407e713905f2cb95847c762c3080eaec2f84232563767a1ef0e85643b2842a73
zh-021998,b0950bc49d60f908a42b2121c8f8dd7e.jpg,zh,train,17596,1,21976,9dd5e123cab603e3de4c9571ffd8c92e44141f9823f7104818fe6485697bfe47
zh-022000,b87485a6ba50adea141b5ef14b3e41b7.jpg,zh,train,17597,1,21978,26a7881bab1d58e705b8826c24756410633b7dbc150bd3a7ebd6267e950a13c9
zh-022002,9adf4548be053c1e1d8e63fae0cd2d92.jpg,zh,train,17598,0,21980,9345778227d95d788898408f7003889fb645cbe9ecb430917d88951ceb8dad43
zh-022003,ea5ce75e044bf7edde9172523f90ec57.jpg,zh,train,17599,2,21981,3c251c9b509d0b80febd6edd50ebead410507a783cc853eb4556eef3fa306996
zh-022004,bdffd19efe16d8b0039d368cee52d260.jpg,zh,train,17600,1,21982,48e06930f979c0dfe896c754d700bf17c8e97755bd20681310b775250af2bc65
zh-022005,a5629cf45fe7614c294f890e01965fae.jpg,zh,train,17601,0,21983,b2c0795c049f96e6bc66bc326bccbecbc0b7704f532a5de1dd09ddf63b1767e5
zh-022006,f6110a20cd6e00a162023a51cb8e664d.jpg,zh,train,17602,1,21984,40939747357e2ef5ab821ee2449f57af4d6052c301cbbba3a9c7d6ba2fac32e2
zh-022007,b62214a33ab67d484ea20d8ae9969cbc.jpg,zh,train,17603,2,21985,6bb9fa321ec00fdc54dcf38aa97934a987c70285139863860d42ebb3422f223b
zh-022008,51d1fec7fe46c552c31ed2ed7b7ffac8.jpg,zh,train,17604,2,21986,ad1710e89462da8ff820622aff0a098e91a101e664e2bf077a6df75ede1b7578
zh-022009,22ed9e9dc4d95e137c9754fcb00e18bf.jpg,zh,train,17605,1,21987,9fda5ca4a32f306ce520ddb78181e62a975778a874ccd5889b7e00798c05a89f
zh-022010,50a8ac88c10aaa9fe4ac8cd75a36b3ca.jpg,zh,train,17606,2,21988,0c86a02c37f393d9d572403d202afff2e5b16c295c0d4d9a4bc9ff5462139e24
zh-022011,bcb28c81768af39bb8794a1d592a8b0b.jpg,zh,train,17607,0,21989,2efd10ff0b617bc443d46b166fcddc9485b21843efbc8f393c434c2358284656
zh-022013,9bc480bb64cd1e13f1bf7e16f5ac48ba.jpg,zh,train,17608,1,21991,cb05093eced32d1a61b9c1a5b4551b961709db2495302c0bf6ac1b94d9e446d6
zh-022014,60a5b40263a245479052fb038f229c8b.jpg,zh,train,17609,1,21992,cb77df0cc97450a5a6e35fe52c6b4d592b1aaa6042529572b46060adc4e2ea2e
zh-022016,bb8d4ac3fe66fb9f255f4c06cbc35ab8.jpg,zh,train,17610,2,21994,76de5e68161223517441839464b2729fd487788e0bc0b0becefc2cce0137ac90
zh-022017,7b974d0d60dab94b395df8abc9ddfcfd.jpg,zh,train,17611,0,21995,257a89ed3d396ec0bbedd434b6ecc2f26fd5a2eaddab25836904e45b9b465387
zh-022018,d4b33760e35bf7dba1db434675d595ec.jpg,zh,train,17612,0,21996,4b9f7c67b0a82ac699de9420e7a7aaa0ced6b1a8e1ac6a1c6efef7cac70637eb
zh-022019,a4d0a03bbca9728950580301a944e9ac.jpg,zh,train,17613,2,21997,7c3bee6a63724ba38f84487e287e763b16221fd93b3c6763557222e2f6037933
zh-022020,1cef2acff7614270166a72e5104da139.jpg,zh,train,17614,1,21998,fc409fa4f657f12cd90c7cfc7780ac6d1e862b3ffc9cbaa03c06452b6a6bf2cc
zh-022022,a500534773eb3bec7001fc8285f8f470.jpg,zh,train,17615,0,22000,2ad63b129b0c6b324f6c6f5f6f95e5daa1e2815add7feeb55236774e1963babf
zh-022023,1fc7086f786c4052a0c3e2d9d0586c49.jpeg,zh,train,17616,0,22001,d523d9534c8459b9a61ba22e02502aa0d76d7d1b5a89e26aaa50f4cd642a49ec
zh-022024,dc2f486c3fa72de2711186cc97a93129.jpg,zh,train,17617,1,22002,e9205c7c523dbc7a38ddeef378326fdaa0f72e1acd4e9cf618a9e4e04e5ee364
zh-022025,d7726dd6eb7f62218200f9e81b71d002.jpg,zh,train,17618,1,22003,63af5b672406061b85a25d1316c933794ee7af15e7895107e8d6fa13a712d175
zh-022026,54bcf461326aeae003160d06cceb257c.jpg,zh,train,17619,1,22004,6cb787159805cd7404b070d877c0c2564e022afd5f6ee4f28174d14f4b2fdc26
zh-022028,4c150f3b2eccc394719c4d42976033aa.jpg,zh,train,17620,2,22006,3e91de6f4a76af5e25d839b7b3c0b5837a6c8a91a093fe3a1a5a866657393bed
zh-022029,a994ba2ac91d87dab2a8ec49341594b3.jpg,zh,train,17621,1,22007,c47c58051e681076cee9fb75a930f0f8e04fd14b01d4b921975d1ced45f961c3
zh-022031,4e8c83dff358371b7b8fd7f65c22ef07.jpg,zh,train,17622,2,22009,1fd3c60ebf61f1ca94bc66b3db01969530265906910418e63bbf2cd7fad0a7fc
zh-022032,ef3b4ae43f2d334eacfd92d68a5d406c.jpg,zh,train,17623,1,22010,5e8369b6593aaa7e81463b619def2df73b5d50deabf3ce51a0e11ff6539be4f1
zh-022033,9f4c205954e2ad25b31d31b92e223533.jpg,zh,train,17624,0,22011,0c372ed62f47107235fd3c25ee5f4fad7f783c2fedd61362e78606c621e135b1
zh-022034,30a15e7da0e5f70fca22895039b10784.jpg,zh,train,17625,1,22012,a879a7e29dbb211688d36cf97b349de38f2c1bec94b72e8f69595d56ffac9689
zh-022037,841e5bb9a3a9506dab1bd1c6b2ad7040.jpg,zh,train,17626,2,22015,899148af3b44c3e49f6c808e1f5b52d74bc2cd5a7e1731837f896b4e6a493778
zh-022038,31d69e822776a4b58b1ef5a2da4d4884.jpg,zh,train,17627,1,22016,124996dce0c30a8b3aac587daa82f7b098df2b669136e99ace30212cc8b4f2f5
zh-022039,4ae1e75253dc4b4230bdd4336b4b6455.jpg,zh,train,17628,1,22017,bd162feb5d26761d5947c8f479041a96821b7b66bbdfc9dd50e0ffc186eb771f
zh-022040,53637262494c9413e6de8c404d20dba9.jpg,zh,train,17629,0,22018,bfbb980bdded0258646979c9b53745c8e5117239ba5c670c9c2dfbae878871ef
zh-022041,0099c547713d3ccadff8d9959eee94f1.jpg,zh,train,17630,0,22019,c99beda1e2c1622ee9549f0c81945182de4e3ead618a7f0b9632d2b69d23dfb6
zh-022042,80d39818c7d80c4f10cc7b3f49cac45a.jpg,zh,train,17631,1,22020,8b40d7183c1def0b570844035a7a4ecb2b672e2442c01677057f96cf553406a4
zh-022043,6b70f3ac6a75c9ef301cfa86604c7703.jpg,zh,train,17632,2,22021,9f7204d592fddbe9f872368b19771a2370d8add9fc810bf02e3daeb04a32d58d
zh-022044,789f22ea90b9f6ad906a39abe2c68227.jpg,zh,train,17633,2,22022,5ff9650ffeb1a0105f1028f8d62ce2c6b58ca0c2024190efd40faf1de81e335f
zh-022045,ea0dd07f8ff57fe639efa6c3a0b9fa5d.jpg,zh,train,17634,1,22023,fca296d25f023a05f91c5f14332ca3ed006e7e11d2d7e0f9d19009aa0c904c53
zh-022046,c7ec09cb01ee1bfd82dd4b19748c3bde.jpg,zh,train,17635,1,22024,b6bba5426330ee8c548c68bb011b0b0c9400a62f8dbaeb15e8cddb736116e749
zh-022047,584efd52d69505b48a5eb382f72e41e3.jpeg,zh,train,17636,0,22025,eeffe28984377a7152033028674b4e4e26ddfda9d249c426392b19e3c808eb35
zh-022048,8417a5f41b30e0edcdbc6f0530a6d6dc.jpg,zh,train,17637,1,22026,05f67124a31f246458de6d0cbc3ddd651166ca3c32266991d9a40ce689db184c
zh-022049,975e381a3454fa6f2ddc36b9cea37c81.jpg,zh,train,17638,2,22027,44b1c8453952b40f7c24513afbe0a961de56f8729a1d3b76fee7c3482ebb7a29
zh-022052,4eb0c4005a2c428ea10ca40a1f197bde.jpg,zh,train,17639,0,22030,1297e8d811989fc28f8115b028bd2f7ebc87ab7b14d972d27059a77323f54214
zh-022053,5edc91668a31528532cb8b16c0a5c312.jpg,zh,train,17640,1,22031,7bd6dd9d689e34ebd2b9fe4b430e8178085eee494dda8a3bdf39423cd8f4c7d5
zh-022054,9cdd19a35711dc2afab868c987fa6cf3.jpg,zh,train,17641,1,22032,f263c86b7d3206d0caf4ac0f06926d7211744e3b8391d5edd46e8f6777734e46
zh-022057,5fc1849100bc8b8a9f759b657dd2945c.jpg,zh,train,17642,2,22035,fd083bd19748dcdaed76fa6fcccbd85ae555c3a64ad664c61ce7c0badb3d3276
zh-022058,e3487ea6be4ba7649e35cc9f12d652f3.jpg,zh,train,17643,0,22036,3398014819136ab390f4da7bcb280cacd4c9898d51ef5dd040b8c39b269e1754
zh-022059,a0c63df2e2a321354abfbaff4cd875cc.jpeg,zh,train,17644,0,22037,98cacba3e61ec40b392bdaec6d707150f7d5114d4b1067d0f6d977360077c991
zh-022060,59c6f9af27fe9c5bd7491123564ba946.jpg,zh,train,17645,1,22038,3201963b6bcebce4e646f5a9128baaaf69de8dcd1dd0fcff9c642987913db764
zh-022061,7f49fbabf43f0a13b5f5404bb3759382.jpg,zh,train,17646,1,22039,e4112966d144f17ab23d86a4cf19eb7a9b5f296312b6645a7ef87d2ab2460e98
zh-022062,a4bbcc22094a7f9dad89e151d233fdfc.jpg,zh,train,17647,1,22040,3989f3e35aeaabc5f1d3f9c55ee16b72849f72772751f9c0cd3f201dad07e616
zh-022063,ae549eb57a7014e5fc809237d92df0b0.jpg,zh,train,17648,2,22041,ea5b6077606c6c8deda032a7ae62516765bb0723eec0c6a4c141fd4caf320f88
zh-022064,e9752a4fe1e2a609e8f9d910dd373233.jpg,zh,train,17649,1,22042,7375e82aeaffb3110e970fb19abf143d5fb9de1cb1ac3c3f874d99e9cccc9ef4
zh-022065,7e4577e3bb952296191367b2e233f733.jpg,zh,train,17650,1,22043,d8637d3bdb20d9f6c9b213e4b0af140bb7a09d60b8eb970a37af9dbda06c1f85
zh-022066,446ae3d7d6c40081089d75034e8d4908.jpg,zh,train,17651,0,22044,e3d4a15a69f32cb13b913c5ac6274823787c06a305c22a1224e707d7cd6a4e69
zh-022067,e877157ab4efc0c36a9e17cdc56a25ad.jpg,zh,train,17652,2,22045,419731e918d3309c65156b2d0be604edde6b7fb3dc1c0b0fd1cfd6fdc4814c97
zh-022068,a99a417baf81b3c3fabf7cca9060c7a3.jpg,zh,train,17653,0,22046,cbebda215c27376043b0173e61744a375287b4e8164c7c72b6bb8bc8f036abb1
zh-022069,d0f894130fcf034faf1a85d4d8594e92.jpg,zh,train,17654,0,22047,309cbf7e3ba5bc42c0e182d7bb8cc1339d7a8faa16d7f9938b302f53ba4f0901
zh-022072,d6b0ad81a6662ea6b785009672556dca.jpg,zh,train,17655,2,22050,2c57cb168553287200f394af569189a2faba0d05ae5e9fe5a9eb8f3cc8258667
zh-022073,0b574cd86090adf26012fc63afca6a34.jpg,zh,train,17656,1,22051,36bddfbb8d0ace5b8edd1fb1cf36c65363b503dcae91ba05ed8aa38712a2b186
zh-022074,4eca574f0e7498b0a21b2a8a7edc810d.jpg,zh,train,17657,1,22052,bcc7999f4f83f515d2ec6caa871acf34de9774555a4159ced62d953722584f97
zh-022075,1f31da7bb424a5af78fd9699afa238a8.jpg,zh,train,17658,1,22053,82d1739abd6961be5a5b8dc401ff8959aa4110bad3ae687bedc9ccfa7ab043d5
zh-022076,227c799993e779c659f1e366d5bca3cb.jpg,zh,train,17659,0,22054,5284fa8ea50a1ea5407e37045ff370653b53b42dfa038bf99b27cfffef8bc1ba
zh-022079,74810ef0683c27e54686fa524078b081.jpg,zh,train,17660,0,22057,a310424f4ebaa14ee43facabd19d4b442c6cdb58083fde39a48e71bc099141c4
zh-022080,2f85a64b90bf85ef2b729e5a8390785b.jpg,zh,train,17661,0,22058,e4f3d8e1d55e50edc7f28110daef9e97bf9a2665d6d7e849bb3cd31861a065db
zh-022081,0e888678d6a1382f4722d85d9d730d8a.jpg,zh,train,17662,1,22059,eb119dd5e5e1c24563bec6b66dcf65f964d05be3b0c9d32431432b550d81cfa5
zh-022082,15fcf19f13e9110939429af411ebd382.jpg,zh,train,17663,2,22060,9f828e3df6f44109992b9df8a51c02163f1600e2d23267929eab42cd00a6ae5e
zh-022083,6df4218442eeb644873f5e5c72174c20.jpg,zh,train,17664,2,22061,608d12a1b7a17647e150447b5d4c796d050a628186026a778ffa0615c31f1889
zh-022084,2c7362cade4066a10001edfacc74dd44.jpg,zh,train,17665,2,22062,b67224128c236309aab5b5f570a27a411e4735dd779de6446639b29025f8bd6f
zh-022085,7cd0784fe7e9dd13a53e104d720713e8.jpg,zh,train,17666,2,22063,a59e0ac875fe795975c3ae5a326c5f46532d59b6b0bef2c0531ebc9701b86c2e
zh-022086,7553e51f30881f4628027f94518f8115.jpg,zh,train,17667,1,22064,7e795ea094fd214e3794ff811bdc3a9210d800d29de276db3787dba293d312f1
zh-022087,091f20585ab72d68fb0c8763bd220aaf.jpg,zh,train,17668,0,22065,e2cb3c422dd983b4071cfbc3ea67a09d2b7ac97ee1d28277645dcc83003fd12a
zh-022088,c1bc41027ec7cb91915a60c16b8cceb7.jpg,zh,train,17669,2,22066,8555c0b1a10188d0cbfa537403a43ec624cebe0e7eadb2a56a998425b3f437e5
zh-022091,9bfd9e9815d9da5ed780e891fce59219.jpg,zh,train,17670,2,22069,fd9b94e512083b3c873004fb31a943627200e243eb324543ecc3be163e3b8984
zh-022092,1b2e0e33b7f15a87210327b226e5a771.jpg,zh,train,17671,1,22070,1d81c37ef190595d5927fdab7f9992f0bc70422972b1bfe02830d72d6df639e6
